,Unnamed: 0,S.No,URL,Title,Description,Class,ProcessedListings
628,628,628,https://newyork.craigslist.org/mnh/hss/d/new-york-eco-friendly-quality-cleaning/7403276403.html,Eco friendly quality cleaning (Lower East Side),"Good day! My name is Yuliya. I offer my cleaning services.', 'I have experience cleaning residential buildings and offices in New York. I use in my work is only eco friendly professional products resulting not only in a clean but hypoallergenic house! I can also use conventional means, this is at the request of the client. I am very neat and careful when cleaning.', ""I'm vegetarian. I'm a pet loving, so it is not a problem when it comes to a service. Additionally, I can walk with your dog. I look forward to making your life easier!"", 'Please write me text message to +1 (718) 807-1443. I will very wait. Also I have Instagram. My nickname: articleaningnyc    '",Housekeeping and Cleaning,eco friendli qualiti clean lower east side good day name yuliya offer clean servic experi clean residenti build offic new york use work eco friendli profession product result clean hypoallergen hous also use convent mean request client neat care clean vegetarian pet love problem come servic addit walk dog look forward make life easier pleas write text messag 1 718 807 1443 wait also instagram nicknam articleaningnyc
629,629,629,https://newyork.craigslist.org/lgi/hss/d/mineola-decorative-painting/7403213919.html,decorative painting (garden city),"choose from variety of unique finishes or create a custom one-of-a -kind faux finish for any room in yo.ur space', '', '516 500 7322    '",Painting & Wall paper,decor paint garden citi choos varieti uniqu finish creat custom one kind faux finish room yo ur space 516 500 7322
630,630,630,https://newyork.craigslist.org/brx/hss/d/bronx-pest-control-exterminator-bedbugs/7403194543.html,"PEST CONTROL Exterminator Bedbugs Roaches Mice Rats Fleas Ticks Bugs (All NYC, Bronx, Brooklyn, Queens, Manhattan)","We are a third generation exterminators who run a family owned operation.  We have over three decades of experience in pest control , and emphasize the importance of helping clients prevent problems from evening starting.', '', '', '(718)777-2345', '', '', 'Bed Bugs, Roaches, Fleas, Mice, Rats, Bees . You name it we can get rid of it. Even late.', '', '', '', 'www.nypestpro.com', '', 'www.facebook.com/nypestpro', 'IG nypestprodotcom', '', '', '', '', 'DEC Registered and Insured. Member Of NPMA', '', '', '', 'Fair Prices Reliable, Family Owned and Operated. We accept all major credit cards.', '', '', '', 'Se Habla Espanol', '', '', '', 'Call Anytime Even Late. (718)777-2345', '', '', '', '', '', '', '', '', '', 'Keywords: Bed Bugs, bedbug, bed bugs, mattress, Insect, Insects, Chinches, Pest control, exterminating, exterminator, exterminater, bugs, bug, insects, roach, roaches, cockroach, mouse, mice, rat, rats, Bichos, plaga, flea, fleas, ticks, spiders, Termites NYC, New York, Brooklyn, queens, Bronx, Manhattan, Long Island, Anywhere ', 'Bed Bugs, bedbug, bed bugs, mattress, Insect, Chinches, Pest control, exterminating, exterminator, exterminater, bugs, bug, insects, roach, roaches, cockroach, opossum, mouse, mice, rat, rats, flea, fleas, ticks, spiders,  NYC, New York, Brooklyn, queens, Bronx, Manhattan, Long Island, Anywhere Monthly contracts available. Bed Bugs, bedbug, bed bugs, mattress, Insect, Ants, Chinches, Pest control, exterminating, exterminator, exterminater, bugs, cockroaches, bug, insects, roach, roaches, cockroach, mouse, mice, rat, rats, flea, ticks, fleas,earwigs,millipedes, pill bugs and sowbugs, crickets, ticks, spiders, NYC, New York, Brooklyn, queens, Bronx, Manhattan, Long Island, Westchester, Pluto, Anywhere. Bed Bugs, bedbug, bed bugs, bed bug nyc, bed bugs nyc, bedbugs, mattress, Insect, Ants, Chinches, Pest control, extermination exterminating, exterminator, exterminators, exterminater, bugs, cockroaches, bug, insects, roach, roaches, cockroach, mouse, mice, rat, rats, flea, ticks, fleas, earwigs, millipedes, pill bugs and sowbugs, sow bugs, pill bugs, crickets, ticks, spiders, Termites , NYC, New York, Brooklyn, queens, Bronx, Manhattan, Long Island, Westchester, Pluto, Staten Island, SI, LI, Anywhere, Raccoon, Squirrel, Skunks, Possums, Bees, wasps, wasp, Anywhere, Monthly contracts, chinches New York , moths. moth, Affordable, Eco-Friendly, exterminator nyc, bed bug exterminator nyc, kill bedbugs, kill bed bugs, pest control nyc, insects new york, insect nyc, pest control, insect control, rat control, fumigation, mice exterminator, nyc exterminators, pest control bed bugs, bedbugs new york city, commercial, industrial, nursing homes, construction sites, restaurants, restaurant, warehouse, apartment building, hospitals, hospital, educational facilities, school, schools, daycare center, day care center, hotel, motel, malls, mall, shopping centers, recording studios, movie theaters, theater, spider, moving trucks, moving truck, bird mites, bird mite, mites, mite, dust mites, dust mite, waterbugs, water bugs, water bug, waterbug, low cost, low cost pest control, monthly service, bug bites, bed bug bites,', '', '', '', '', 'Same day appointments are available. Open 7 Days a week. Even open late 37 years in business for a Reason    '",Exterminator,pest control extermin bedbug roach mous rat flea tick bug nyc bronx brooklyn queen manhattan third gener extermin run famili own oper three decad experi pest control emphas import help client prevent problem even start 718 777 2345 bed bug roach flea mous rat bee name get rid even late www nypestpro com www facebook com nypestpro ig nypestprodotcom dec regist insur member npma fair price reliabl famili own oper accept major credit card se habla espanol call anytim even late 718 777 2345 keyword bed bug bedbug bed bug mattress insect insect chinch pest control extermin extermin exterminat bug bug insect roach roach cockroach mous mous rat rat bicho plaga flea flea tick spider termit nyc new york brooklyn queen bronx manhattan long island anywher bed bug bedbug bed bug mattress insect chinch pest control extermin extermin exterminat bug bug insect roach roach cockroach opossum mous mous rat rat flea flea tick spider nyc new york brooklyn queen bronx manhattan long island anywher monthli contract avail bed bug bedbug bed bug mattress insect ant chinch pest control extermin extermin exterminat bug cockroach bug insect roach roach cockroach mous mous rat rat flea tick flea earwig milliped pill bug sowbug cricket tick spider nyc new york brooklyn queen bronx manhattan long island westchest pluto anywher bed bug bedbug bed bug bed bug nyc bed bug nyc bedbug mattress insect ant chinch pest control extermin extermin extermin extermin exterminat bug cockroach bug insect roach roach cockroach mous mous rat rat flea tick flea earwig milliped pill bug sowbug sow bug pill bug cricket tick spider termit nyc new york brooklyn queen bronx manhattan long island westchest pluto staten island anywher raccoon squirrel skunk possum bee wasp wasp anywher monthli contract chinch new york moth moth afford eco friendli extermin nyc bed bug extermin nyc kill bedbug kill bed bug pest control nyc insect new york insect nyc pest control insect control rat control fumig mous extermin nyc extermin pest control bed bug bedbug new york citi commerci industri nurs home construct site restaur restaur warehous apart build hospit hospit educ facil school school daycar center day care center hotel motel mall mall shop center record studio movi theater theater spider move truck move truck bird mite bird mite mite mite dust mite dust mite waterbug water bug water bug waterbug low cost low cost pest control monthli servic bug bite bed bug bite day appoint avail open 7 day week even open late 37 year busi reason
631,631,631,https://newyork.craigslist.org/wch/hss/d/harrison-shed-tree-fence-deck-pool/7403186391.html,SHED + TREE + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP (NYC Westchester Long Island Fairfield Brooklyn Bronx Queens),"SHED + TREE + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP', '', 'NEW YORK JUNK FORCE-Cleanup Cleanout Removal Demolition Decontamination Service', '', 'NEW YORK JUNK FORCE is Available Anyday Anytime Anywhere.', '', 'NEW YORK JUNK FORCE has 24/7 30 MINUTE EMERGENCY RESPONSE', '', 'Gross Filth Cleanup-Feces Cleanup-Hoarder Cleanup-Mold Cleanup', '', 'Flood Water Cleanup-Sewage Cleanup-Fire Cleanup Smoke Cleanup', '', 'Trash Removal-Junk Removal-Insulation Removal-Furniture Removal', '', 'Carpet Removal-Wood Floor Removal-Tile Floor Removal-Drywall Removal', '', 'Pressure Cleaning-House Power Washing-Building Washing-Deck Washing', '', 'PLEASE CALL 24/7 for a FREE ESTIMATE and SAME DAY SERVICE', '', 'New York City Manhattan NYC NY', 'Brooklyn Bronx Queens Staten Island', 'Long Island Nassau County Suffolk County', 'Westchester County New York', 'Fairfield County Connecticut', 'Northern New Jersey', '', '24/7 FREE ESTIMATES', '24/7 REMOVAL AND CLEANING', '24/7 DEMOLITION CONTRACTOR', '24/7 EMERGENCY SAME DAY SERVICE', '', 'WE REMOVE &; WE CLEAN', '', 'TRASH REMOVAL-RUBBISH REMOVAL', '', 'JUNK REMOVAL-GARBAGE REMOVAL', '', 'YARD CLEAN UP-CONSTRUCTION DEBRIS REMOVAL', '', 'TREE REMOVAL-TREE STUMP REMOVED &; GRINDING', '', 'LEAF RAKING-LEAVES REMOVAL-BRUSH REMOVAL', '', 'FRONT YARD &; BACK YARD LANDSCAPING', '', 'ABOVE GROUND SWIMMING POOL REMOVAL', '', 'SAFE REMOVAL-SIGN REMOVAL-PIANO REMOVAL', '', 'OLD FURNITURE REMOVAL-OFFICE FURNITURE REMOVAL', '', 'SWINGSET REMOVAL-PLAYSET REMOVAL-HOT TUB REMOVAL', '', 'DECK REMOVAL-WOOD SHED REMOVING-METAL SHED REMOVAL', '', 'CHAIN LINK METAL FENCE REMOVAL-WOODEN FENCE REMOVAL', '', 'JACUZZI REMOVAL-SWING SET REMOVER-PLAY SET REMOVAL', '', 'BATT INSULATION REMOVAL-BLOWN IN INSULATION REMOVAL', '', 'FIBERGLASS INSULATION REMOVAL &; REPLACEMENT', '', 'INSULATION REPLACEMENT-INSULATION INSTALLATION SERVICE', '', 'ATTIC BASEMENT &; CRAWL SPACE INSULATION REMOVAL', '', 'CARPET REMOVAL-WOOD FLOOR REMOVAL-TILE FLOOR REMOVAL', '', 'CABINET REMOVAL-WET WALL REMOVAL-WET CEILING REMOVAL', '', 'DRYWALL REMOVAL-SHEETROCK REMOVAL-PLASTER REMOVAL', '', 'KITCHEN CABINET &; COUNTER REMOVAL-BATHROOM VANITY REMOVAL', '', 'INTERIOR DEMOLITION-EXTERIOR DEMOLITION-GUT OUT SERVICE', '', 'HOUSE DEMOLITION-COMMERCIAL BUILDING DEMOLITION SERVICE', '', 'FLOOD CLEANUP-WATER CLEAN UP-MUD CLEAN UP-URINE CLEANUP', '', 'MOLD CLEANUP-MOLD REMEDIATION-MOLD INSPECTION TESTING', '', 'ANIMAL FECES CLEANUP-RACCOON LATRINE CLEANUP-CAT CLEANUP', '', 'ANIMAL WASTE CLEAN UP SERVICE-SQUIRREL CLEANUP SERVICE', '', 'ANIMAL HOARDING CLEANING-ANIMAL DROPPINGS CLEAN UP', '', 'RODENT CLEANUP-MOUSE CLEANUP-RAT CLEANUP-MICE CLEANUP', '', 'BAT GUANO CLEAN UP-PIGEON CLEAN UP-BIRD POOP CLEAN UP', '', 'FLYING SQUIRREL FECES CLEANUP-RACOON FECES CLEAN UP', '', 'GROSS FILTH CLEAN UP-SEWAGE CLEAN UP-SLUDGE CLEAN UP', '', 'FIRE CLEANUP-SMOKE CLEANUP-SOOT CLEANER-ASH CLEANUP', '', 'CRIME SCENE CLEANUP-BLOOD CLEANUP-BODY FLUID CLEANUP', '', 'HOARDING CLEAN OUT-CLUTTER CLEAN OUT-TRASH HOARD CLEANOUT', '', 'CRAWLSPACE CLEANUP-BASEMENT CLEANING-CELLAR DIRT CLEANUP', '', 'HOME CLEAN OUT-CONDOMINIUM CLEANOUT-OFFICE CLEANOUT', '', 'ATTIC CLEANUP-GARAGE CLEANUP-BARN CLEANUP-SHED CLEANUP', '', 'INDUSTRIAL BUILDING CLEANUP-FACTORY &; WAREHOUSE CLEANUP', '', 'REAL ESTATE FORECLOSURE CLEANOUT-TENANT EVICTION CLEANOUT', '', 'APARTMENT CLEANOUT-ESTATE CLEANOUT-CONDO CLEAN OUT', '', 'WATER DAMAGE DISASTER RESTORATION-WATER EXTRACTION COMPANY', '', 'TROPICAL RAIN STORM CLEANUP-HURRICANE CLEANUP-TORNADO CLEANUP', '', 'FLOODED BASEMENTS-CELLAR FLOODING-BUILDING CARPETS FLOODS DAMAGES', '', 'SHED + TREE + FENCE + DECK + POOL REMOVAL_____YARD + BASEMENT CLEAN UP    '",Housekeeping and Cleaning,shed tree fenc deck pool remov yard basement clean nyc westchest long island fairfield brooklyn bronx queen shed tree fenc deck pool remov yard basement clean new york junk forc cleanup cleanout remov demolit decontamin servic new york junk forc avail anyday anytim anywher new york junk forc 24 7 30 minut emerg respons gross filth cleanup fece cleanup hoarder cleanup mold cleanup flood water cleanup sewag cleanup fire cleanup smoke cleanup trash remov junk remov insul remov furnitur remov carpet remov wood floor remov tile floor remov drywal remov pressur clean hous power wash build wash deck wash pleas call 24 7 estim day servic new york citi manhattan nyc ny brooklyn bronx queen staten island long island nassau counti suffolk counti westchest counti new york fairfield counti connecticut northern new jersey 24 7 estim 24 7 remov clean 24 7 demolit contractor 24 7 emerg day servic remov clean trash remov rubbish remov junk remov garbag remov yard clean construct debri remov tree remov tree stump remov grind leaf rake leaf remov brush remov front yard back yard landscap ground swim pool remov safe remov sign remov piano remov old furnitur remov offic furnitur remov swingset remov playset remov hot tub remov deck remov wood shed remov metal shed remov chain link metal fenc remov wooden fenc remov jacuzzi remov swing set remov play set remov batt insul remov blown insul remov fiberglass insul remov replac insul replac insul instal servic attic basement crawl space insul remov carpet remov wood floor remov tile floor remov cabinet remov wet wall remov wet ceil remov drywal remov sheetrock remov plaster remov kitchen cabinet counter remov bathroom vaniti remov interior demolit exterior demolit gut servic hous demolit commerci build demolit servic flood cleanup water clean mud clean urin cleanup mold cleanup mold remedi mold inspect test anim fece cleanup raccoon latrin cleanup cat cleanup anim wast clean servic squirrel cleanup servic anim hoard clean anim drop clean rodent cleanup mous cleanup rat cleanup mous cleanup bat guano clean pigeon clean bird poop clean fli squirrel fece cleanup racoon fece clean gross filth clean sewag clean sludg clean fire cleanup smoke cleanup soot cleaner ash cleanup crime scene cleanup blood cleanup bodi fluid cleanup hoard clean clutter clean trash hoard cleanout crawlspac cleanup basement clean cellar dirt cleanup home clean condominium cleanout offic cleanout attic cleanup garag cleanup barn cleanup shed cleanup industri build cleanup factori warehous cleanup real estat foreclosur cleanout tenant evict cleanout apart cleanout estat cleanout condo clean water damag disast restor water extract compani tropic rain storm cleanup hurrican cleanup tornado cleanup flood basement cellar flood build carpet flood damag shed tree fenc deck pool remov yard basement clean
632,632,632,https://newyork.craigslist.org/lgi/hss/d/roosevelt-electrician-electricista/7403178078.html,***********Electrician ******electricista********** (Long Island),"QUALITY SERVICE AT AFFORDABLE PRICE', '        We have the experience and skill necessary to handle any electrical installation,repair and maintenance that you may need ', '     satisfaction guarantee!Quick Response - 24/7 service calls', '                                                ***RESIDENTIAL**COMMERCIAL**INDUSTRIAL***', '                                                                  *****FREE ESTIMATE*****', '    *ELECTRIC METER REPLACEMENT', '    * New construction', '    *ELECTRIC VEHICLE EV CHARGER INSTALLATION**', '    *Additions and Renovations', '    *Troubleshooting any electrical failure ', '    * Outlets,switches,dimmer replacement and installation', '    *Upgrade electrical installations to code compliance', '    *Dedicated line for Appliance or any electrical unit', '    *ELECTRIC PANEL UPGRADE', '    *Data Line', '    *Remove any electrical violations and give you all paperwork you may needed for the town', '    *Finished Basement', '    *conversion  to LED to save in electric bill and bulbs replacement', '    *Interior and Exterior Lighting repair and installation', '    *Signs repair and installation-LEDS CONVERSIONS', '    *Windows and Central Air Condition electrical lines', '    *FREE ELECTRICAL CONSULTING', '    *Electrical inspections', '    *Generators', '    *Solar Panels    ', '    *NO JOB TOO BIG OR TOO SMALL', '', '                                       ********** 10% DISCOUNT IN YOU FIRST CALL **********', '                   CALL TODAY 516 353 2973/631-225-6323  DEAL DIRECT WITH THE OWNER', '', ' ', '                                                           FULL LICENSED &; INSURED  ', '   Call me with any question you may have for you new project or any repair in you house or business.', '', ""                                                              WE'RE  HERE TO HELP YOU"", '', '                             ;;;;;;;;;;;;;;;;;;;;;;;;;;;;       HABLAMOS ESPAÃƒâ€˜OL    ;;;;;;;;;;;;;;;;;;;;;;;;;;;;', '', '                                    *********** 516 353 2973/631-225-6323  ask for Franklin ************', '                                                              ', '                                                   ............Green Tech Electric.................', '', '                                                       www.greentechelectricpro.com', '', '    ********************A+ BETTER BUSINESS BUREAUBBB ACCREDITED**********************', '    '","Installation, Repairs & Rennovation",electrician electricista long island qualiti servic afford price experi skill necessari handl electr instal repair mainten may need satisfact guarante quick respons 24 7 servic call residenti commerci industri estim electr meter replac new construct electr vehicl ev charger instal addit renov troubleshoot electr failur outlet switch dimmer replac instal upgrad electr instal code complianc dedic line applianc electr unit electr panel upgrad data line remov electr violat give paperwork may need town finish basement convers led save electr bill bulb replac interior exterior light repair instal sign repair instal led convers window central air condit electr line electr consult electr inspect gener solar panel job big small 10 discount first call call today 516 353 2973 631 225 6323 deal direct owner full licens insur call question may new project repair hous busi help hablamo espa 516 353 2973 631 225 6323 ask franklin green tech electr www greentechelectricpro com better busi bureaubbb accredit
633,633,633,https://newyork.craigslist.org/brk/hss/d/brooklyn-qualified-home-painter/7403167262.html,QUALIFIED HOME PAINTER (Brooklyn and Queens),"ARE YOU LOOKING FOR QUALIFIED HOME PAINTERS?', '', 'My mission is to capture your dreams and enhance your lifestyle by adding color to your world: the way you see it.', '', 'SERVICES', '', 'Complete interior &; exterior painting', 'Wallpaper Hanging &; Removal ', 'Filling &; Plastering ', 'Sanding &; Brush ', '', ' FULLY QUALIFIED. EXPERIENCED. FAST .EFFICIENT. TRUSTWORTHY. AFFORDABLE. ', '', 'Contact us for a free consultation and estimate. 707-685-1981 - Dante. Servicing Brooklyn and Queens Area ', '', 'RESIDENTIAL. COMMERCIAL.', '    '",Painting & Wall paper,qualifi home painter brooklyn queen look qualifi home painter mission captur dream enhanc lifestyl ad color world way see servic complet interior exterior paint wallpap hang remov fill plaster sand brush fulli qualifi experienc fast effici trustworthi afford contact u consult estim 707 685 1981 dant servic brooklyn queen area residenti commerci
634,634,634,https://newyork.craigslist.org/mnh/hss/d/new-york-house-cleaner/7403148423.html,house cleaner (New York),"Over 13 years experience ', 'One time, weekly,  bi-weekly ', 'Residential or commercial ', 'Fully vaccinated ', 'Call 917 403-0458 for an appointment    '",Housekeeping and Cleaning,hous cleaner new york 13 year experi one time weekli bi weekli residenti commerci fulli vaccin call 917 403 0458 appoint
635,635,635,https://newyork.craigslist.org/mnh/hss/d/new-york-hiring-english-cleaning-women/7403118284.html,Hiring English cleaning women (Harlem / Morningside),Looking for cleaning ladyÃ¢â‚¬â„¢s who speak English .  Ongoing work if you do a good job must have whatÃ¢â‚¬â„¢s app    ',Housekeeping and Cleaning,hire english clean woman harlem morningsid look clean ladi speak english ongo work good job must app
636,636,636,https://newyork.craigslist.org/mnh/hss/d/new-york-88-air-duct-dryer-vent/7403111158.html,"Ã°Å¸â€œÅ¾$88 AIR DUCT & DRYER VENT CLEANING PACKAGE, CARPET CLEANINGÃ°Å¸â€œÅ¾ (New York Ã¢â„¢Â»Ã¯Â¸ÂFree EstimateÃ¢â„¢Â»Ã¯Â¸Â)","We assure our customers normal operations are continuing while the nation deals with COVID-19 outbreak. We are in communication with the Centers of Disease Control and Prevention (CDC) to ensure that customers and employees remain safe and healthy during this time.', '', '~ $88 AIR DUCT &; DRYER VENT CLEANING PACKAGE - includes: Unlimited Supply Vents, One Main Duct, Furnace / Heat Pump Check Up, Dryer Vent Cleaning 6 Feet.', '(Additional Return Vents And Main Ducts Are Priced Separately)', '', '******************************************DISCOUNTS******************************************', 'Free antibacterial sanitation for your vents with the purchase of our duct cleaning special!', 'Remove all the unwanted debris from your vents and duct work with the purchase of our duct cleaning package for $88! This hot deal includes FREE anti-bacterial sanitation for your vents! Call us now!', '________________________________________________________________________________________________', ""~ $39.90 DRYER VENT CLEANING - rotary brush service (up to 6')"", '', ""~ $39.80 CHIMNEY SWEEP CLEANING - rotary brush service (up to 10')"", '', '~ $38.99 Carpet Cleaning Super Special', '3 room Minimum - Clean wall to wall carpet Deep Clean process + Free Deodorizer. Areas over 250 sq ft and combination areas are considered Over-sized, and will be priced accordingly. Area Rugs, Hallways and stairs priced separately.', '', '~ $77 Upholstery cleaning', 'Standard up to 7 ft. (Synthetic Fabric) Love seat. Loose Back Cushions and Throw Pillows are at an additional cost.', '', '~$199 Dual Air Purifier/ionizer UV LIGHT installation', 'STERILIZES Ã¢â‚¬Â¢ DEODORIZES Ã¢â‚¬Â¢ PURIFIES THE AIR', '', 'Call us today at 888-908-9078', '', 'Check us online at www.tomsairductcleaning.com', '', 'UV Light Hospital Infection Control: This study in 2012 was found to eliminate drug-resistant bacteria in over 50 rooms by more than 97%.', 'Germicidal UV Radiation: During this study, a commercial building was the test subject in question. Over a period of four months, the fungal levels in the UV operated building were significantly lower than the building functioning without UV assistance.', 'Implementing UV Lights', 'The UV light can be very effective for killing mold and eliminating other toxic particles in the air', '', 'Call us today at 888-908-9078', '', 'Check us online at www.tomsairductcleaning.com    '",Housekeeping and Cleaning,88 air duct dryer vent clean packag carpet clean new york estim assur custom normal oper continu nation deal covid 19 outbreak commun center diseas control prevent cdc ensur custom employe remain safe healthi time 88 air duct dryer vent clean packag includ unlimit suppli vent one main duct furnac heat pump check dryer vent clean 6 foot addit return vent main duct price separ discount antibacteri sanit vent purchas duct clean special remov unwant debri vent duct work purchas duct clean packag 88 hot deal includ anti bacteri sanit vent call u 39 90 dryer vent clean rotari brush servic 6 39 80 chimney sweep clean rotari brush servic 10 38 99 carpet clean super special 3 room minimum clean wall wall carpet deep clean process deodor area 250 sq ft combin area consid size price accordingli area rug hallway stair price separ 77 upholsteri clean standard 7 ft synthet fabric love seat loos back cushion throw pillow addit cost 199 dual air purifi ioniz uv light instal steril deodor purifi air call u today 888 908 9078 check u onlin www tomsairductclean com uv light hospit infect control studi 2012 found elimin drug resist bacteria 50 room 97 germicid uv radiat studi commerci build test subject question period four month fungal level uv oper build significantli lower build function without uv assist implement uv light uv light effect kill mold elimin toxic particl air call u today 888 908 9078 check u onlin www tomsairductclean com
637,637,637,https://newyork.craigslist.org/brk/hss/d/brooklyn-8290-air-duct-dryer-vent/7403110596.html,"Ã¢Å“â€¦$82.90 Air Duct & Dryer Vent Cleaning Package, $40.99 Carpet Cleaning (New Jersey Ã°Å¸â€œÅ¾FREE ESTIMATEÃ°Å¸â€œÅ¾)","We assure our customers normal operations are continuing while the nation deals with COVID-19 outbreak. We are in communication with the Centers of Disease Control and Prevention (CDC) to ensure that customers and employees remain safe and healthy during this time.', '', 'Call us today at 888-585-5057 to get your air duct system checked and cleaned', '', ""$82.90 Air Duct And Dryer Vent Cleaning Package Includes Unlimited Supply Vents, Unlimited Return Vents, One Main Duct, Furnace / Heat Pump Check Up, Dryer Vent 6'."", '', '******************************************DISCOUNT******************************************', 'Free antibacterial sanitation for your vents with the purchase of our duct cleaning special!', 'Remove all the unwanted debris from your vents and duct work with the purchase of our duct cleaning package for $82.90! This hot deal includes FREE anti-bacterial sanitation for your vents! Call us now!', '_______________________________________________________________________________________________', 'Make sure your dryer machine works properly, inspect and clean your dryer vent duct', '', ""$39.90 Dryer Vent Cleaning up to 6' and inspection, we use rotary brush and powerful vacuum."", '', 'Prepare your chimney for winter season, use our cleaning special.', '', ""$39.90 Chimney Sweep up to 10' and inspection, we use rotary brush and powerful vacuum."", '', 'We also provide furnace chimney cleaning, air duct system disinfection, mold remediation, video inspection.', '', '***Carpet Cleaning Super Special Ã¢â‚¬Â¢ $40.99 (reg. $199)', '3 room Minimum - Clean wall to wall carpet Deep Clean process + Free Deodorizer. Areas over 250 sq ft and combination areas are considered Over-sized, and will be priced accordingly. Area Rugs, Hallways and stairs priced separately.', '', '***Upholstery cleaning Ã¢â‚¬Â¢ $ 70.99 (reg. $189)', 'Standard up to 7 ft. (Synthetic Fabric) Love seat. Loose Back Cushions and Throw Pillows are at an additional cost.', '', 'UV Light Hospital Infection Control: This study in 2012 was found to eliminate drug-resistant bacteria in over 50 rooms by more than 97%.', 'Germicidal UV Radiation: During this study, a commercial building was the test subject in question. Over a period of four months, the fungal levels in the UV operated building were significantly lower than the building functioning without UV assistance.', 'Implementing UV Lights', 'The UV light can be very effective for killing mold and eliminating other toxic particles in the air', '', 'Call us at 888-585-5057 to get more information or check us at www.larrysventcare.com    '",Housekeeping and Cleaning,82 90 air duct dryer vent clean packag 40 99 carpet clean new jersey estim assur custom normal oper continu nation deal covid 19 outbreak commun center diseas control prevent cdc ensur custom employe remain safe healthi time call u today 888 585 5057 get air duct system check clean 82 90 air duct dryer vent clean packag includ unlimit suppli vent unlimit return vent one main duct furnac heat pump check dryer vent 6 discount antibacteri sanit vent purchas duct clean special remov unwant debri vent duct work purchas duct clean packag 82 90 hot deal includ anti bacteri sanit vent call u make sure dryer machin work properli inspect clean dryer vent duct 39 90 dryer vent clean 6 inspect use rotari brush power vacuum prepar chimney winter season use clean special 39 90 chimney sweep 10 inspect use rotari brush power vacuum also provid furnac chimney clean air duct system disinfect mold remedi video inspect carpet clean super special 40 99 reg 199 3 room minimum clean wall wall carpet deep clean process deodor area 250 sq ft combin area consid size price accordingli area rug hallway stair price separ upholsteri clean 70 99 reg 189 standard 7 ft synthet fabric love seat loos back cushion throw pillow addit cost uv light hospit infect control studi 2012 found elimin drug resist bacteria 50 room 97 germicid uv radiat studi commerci build test subject question period four month fungal level uv oper build significantli lower build function without uv assist implement uv light uv light effect kill mold elimin toxic particl air call u 888 585 5057 get inform check u www larrysventcar com
